palavra,frequencia,preco_medio
rm2,1,200.0
subwaylower,1,164.0
poolgymbalcony,1,225.0
also,1,200.0
3br3ba,1,250.0
baltic,1,280.0
biggest,1,200.0
1bedrm,1,160.0
pelham,1,300.0
parkways,1,300.0
fashionable,1,210.0
nye,1,200.0
manhattan✪,1,250.0
✪modern,1,250.0
buildinglower,1,209.0
addl,1,300.0
2beduws,1,175.0
midmod,1,250.0
villagenyu,1,229.0
kosy,1,175.0
125th,1,163.0
prvte,1,230.0
kiwi,1,220.0
crystal,1,300.0
adventure,1,178.0
mediation,1,300.0
gowanuspark,1,200.0
manhattan★★★,1,320.0
37th,1,198.0
manhattantribeca,1,300.0
herecute,1,200.0
lover’s,1,300.0
budgetfriendly,1,250.0
⚡quiet,1,249.0
➽,1,171.0
cheap,1,165.0
☀soho☀,1,171.0
bella,1,249.0
fly,1,160.0
studiocentral,1,175.0
midtownhells,1,275.0
★★★chic,1,320.0
sauna,1,299.0
5beds,1,288.0
knitting,1,200.0
suiteseast,1,225.0
said,1,230.0
enough,1,230.0
taste,1,300.0
straight,1,195.0
38th,1,225.0
deckgarden,1,161.0
⊹,1,171.0
upperwestside2b1bashorttermfurnished,1,220.0
kitchengymrooftop,1,179.0
ticketsprivate,1,182.0
viewfree,1,182.0
2528,1,299.0
party,1,250.0
renovations,1,185.0
another,1,163.0
effective,1,215.0
2bathroom,1,179.0
juliette,1,200.0
wbackyardnear,1,168.0
alisha’s,1,249.0
placejfk,1,249.0
owners,1,225.0
livin,1,230.0
townhousebackyard,1,200.0
⭐in,1,220.0
wlrg,1,250.0
gem◈,1,199.0
woodside,1,280.0
manhattan4,1,180.0
upgraded,1,200.0
nicest,1,185.0
cost,1,215.0
bknyc,1,190.0
parkcolumbus,1,195.0
astoria10,1,289.0
parkmuseum,1,169.0
lapp,1,160.0
alia’s,1,215.0
coronas,1,250.0
billion,1,235.0
primelylocated,1,260.0
bathrms,1,250.0
61,1,250.0
solow,1,250.0
1940s,1,300.0
total,1,299.0
aclaundry,1,300.0
match,1,250.0
2bed25bath,1,333.0
allrounder,1,250.0
4person,1,160.0
2bathen,1,249.0
outdoors,1,200.0
race,1,180.0
tract,1,180.0
furnishedbest,1,195.0
village2,1,190.0
waters,1,250.0
10309,1,165.0
inquiry,1,314.0
elevators,1,175.0
colonial,1,180.0
land,1,175.0
eastlittle,1,239.0
solar,1,285.0
beautifulclean,1,180.0
twobed,1,295.0
ash’s,1,200.0
squareall,1,190.0
kalajones,1,250.0
2brnewly,1,195.0
hell´s,1,170.0
midtownwest55th,1,250.0
prkg,1,199.0
locations,1,250.0
wterraceclose,1,220.0
neighbor,1,300.0
slopebrooklyn,1,169.0
verrezzano,1,200.0
always,1,250.0
bup,1,329.0
sohonoholes,1,295.0
diningtrains,1,202.0
astorias,1,199.0
specially,1,200.0
viewsdoormane,1,330.0
time’s,1,240.0
premiumluxury,1,210.0
downtownnyc,1,175.0
5m,1,202.0
luxary,1,191.0
mamhattan,1,200.0
dj,1,200.0
poppin,1,250.0
2bat,1,175.0
4beds2baths,1,265.0
condosleeps,1,259.0
35off,1,309.0
redone,1,309.0
use,1,309.0
小房间,1,200.0
driveway,1,175.0
warmfriendlybrooklyn,1,200.0
hide,1,299.0
squarehk,1,250.0
sunsplashed,1,200.0
hse,1,175.0
yorkish,1,179.0
redbrick,1,299.0
✦luxury,1,275.0
aparment,1,165.0
angeles,1,165.0
nicely,1,200.0
83rd,1,215.0
parktime,1,190.0
energy,1,200.0
plans,1,275.0
shady,1,195.0
1500sqft,1,250.0
8th,1,180.0
30sec,1,180.0
w360,1,160.0
park6train,1,169.0
infront,1,300.0
poyer,1,179.0
artdeco,1,299.0
wholefloor,1,290.0
sidewest,1,215.0
studio1br,1,175.0
breath,1,199.0
ameluz,1,299.0
bedstuyclinton,1,160.0
basin,1,299.0
manhattanairport,1,169.0
noisy,1,200.0
environment,1,200.0
wparkingclose,1,169.0
1fl,1,169.0
6110,1,300.0
pax,1,220.0
mill,1,299.0
bedroomriver,1,300.0
❤️❤️new,1,280.0
⚓,1,280.0
35m,1,160.0
3b2b,1,190.0
chef,1,175.0
mercedesbenz,1,175.0
retreatgreat,1,175.0
used,1,200.0
wife,1,200.0
dinner,1,175.0
6119,1,190.0
8m,1,200.0
po,1,220.0
91st,1,175.0
georges,1,160.0
815minjfklga,1,325.0
miraculous,1,160.0
bthsleep,1,325.0
wonderlust,1,180.0
tao,1,199.0
ascending,1,199.0
ful,1,325.0
accommodation,1,225.0
e91st,1,160.0
vista,1,300.0
3beds2bedroom,1,269.0
sahara,1,200.0
thirdfloor,1,275.0
taking,1,199.0
bbqs,1,316.0
discounted★,1,239.0
serenity—great,1,299.0
instagrammers,1,200.0
novembers,1,200.0
preholiday,1,200.0
shy,1,175.0
williambsurg,1,200.0
location★hello,1,189.0
nightly,1,197.0
louvre,1,195.0
10307,1,250.0
★incredible,1,189.0
wide,1,260.0
wburggreenpoint,1,250.0
morden,1,298.0
cluba,1,300.0
architecturally,1,240.0
downstairs,1,160.0
smoke,1,250.0
southsunny,1,199.0
brooklyn’s,1,167.0
rooftops,1,200.0
aptchelsea,1,180.0
apartmentwasher,1,300.0
stuytown,1,189.0
property,1,280.0
condogym,1,225.0
3blocks,1,225.0
6124,1,170.0
6128,1,170.0
10292,1,175.0
6105,1,290.0
chelseaglobal,1,175.0
viewsnoho,1,325.0
775,1,300.0
apartment✦,1,275.0
openplan,1,200.0
charmer❤️,1,299.0
bthrm,1,160.0
v,1,280.0
splendor,1,179.0
modernsunny,1,190.0
parkingback,1,200.0
coutryard,1,275.0
marvellous,1,170.0
equip,1,160.0
awesomely,1,180.0
531,1,207.0
organic,1,270.0
205,1,210.0
206,1,255.0
sunnystylish,1,300.0
bdrmbthrm,1,180.0
freedom,1,250.0
adjoined,1,199.0
desired,1,280.0
highly,1,280.0
25bd,1,300.0
conveniencecountry,1,290.0
ruppe,1,200.0
chique,1,160.0
works,1,160.0
cozycentralempirestatehighlinetimes,1,165.0
bldgjunior,1,185.0
1colombus,1,185.0
circleterracewd,1,185.0
meatpackingwvillage,1,225.0
hand,1,180.0
crafted,1,180.0
schools,1,200.0
wburgh,1,200.0
fine,1,199.0
lambe’s,1,200.0
1br★terrace★doorman,1,300.0
cen,1,299.0
72,1,207.0
1892,1,250.0
bldgbalconywdprime,1,170.0
elizabeth,1,195.0
nycmodern,1,165.0
bd1br,1,225.0
woodsychic,1,175.0
★3br2ba,1,299.0
penthousepvt,1,299.0
2b1ba,1,239.0
850,1,199.0
0519,1,170.0
1brgreat,1,185.0
hipcentral,1,175.0
brightsteps,1,160.0
parksubway,1,160.0
outsidefits,1,160.0
shiny,1,160.0
bikes,1,160.0
flrthru,1,180.0
kitchentimes,1,160.0
terr★,1,299.0
305,1,165.0
0527,1,170.0
wspectacular,1,190.0
debonair,1,325.0
studio96th,1,190.0
wea,1,190.0
nycmanhattan,1,190.0
stdio,1,200.0
2bdroom,1,168.0
aptclinton,1,175.0
pktrain,1,200.0
160thlong,1,200.0
kook,1,300.0
rockaways,1,300.0
snowfort,1,250.0
uharlem,1,250.0
townhousebrownstoneprospect,1,190.0
modernbestlocationnyc,1,185.0
ummer,1,275.0
campus,1,200.0
celebrity,1,250.0
fields2,1,230.0
“one,1,179.0
kind”,1,179.0
獨一無二的紐約閣樓,1,179.0
34th6th,1,180.0
5231,1,180.0
manahttan,1,300.0
arverne,1,199.0
dreamstyle,1,168.0
bdr2,1,192.0
fourpoints,1,270.0
4bedlush,1,299.0
brhigh,1,325.0
passport,1,279.0
roomupper,1,200.0
woodruffe,1,225.0
bedelevator,1,230.0
sams,1,300.0
event,1,300.0
ale,1,275.0
6ppl,1,243.0
ul,1,165.0
ebs,1,240.0
entry,1,175.0
nyc’s,1,290.0
exlarge,1,250.0
gdns,1,175.0
perf,1,250.0
nys,1,250.0
3bedlush,1,299.0
jackson,1,200.0
法拉盛中心新大楼2卧5分钟main,1,188.0
dumont,1,300.0
ap10min,1,299.0
20offamazing,1,161.0
destination,1,290.0
1bdroofdeckwburg,1,200.0
queen5minslga,1,275.0
welllocated,1,169.0
bedm,1,209.0
aptnohobond,1,330.0
die,1,180.0
harlemcolumbia,1,300.0
81694,1,195.0
1may,1,200.0
studentfamily,1,200.0
marios,1,173.0
sqevillage,1,185.0
charmingly,1,195.0
soaring,1,225.0
luxurymidtown,1,165.0
greenpointwburg,1,167.0
faces,1,195.0
dreaming,1,185.0
getwaway,1,300.0
william,1,259.0
bohème,1,179.0
bedroomamazing,1,163.0
sizable,1,259.0
dogfriendly,1,240.0
joyful,1,180.0
lgajfk,1,179.0
gymroof,1,200.0
jamaica,1,175.0
parkdoorman,1,235.0
subwaywaterfront,1,250.0
vacationers—nyc,1,250.0
convienent,1,300.0
sunnyprivatewilliamsburg,1,210.0
249,1,249.0
per,1,249.0
❤️lovely,1,185.0
charm❤️,1,185.0
⋆,1,299.0
fl4br2,1,325.0
rough,1,250.0
army,1,200.0
wexceptional,1,200.0
restroom,1,175.0
marion,1,195.0
shinny,1,180.0
casita,1,215.0
sumptuous,1,160.0
10313,1,200.0
⭐sleeps,1,300.0
cleanly,1,180.0
1brprime,1,185.0
midtownlaundryelevsleeps4,1,185.0
renters,1,300.0
alternative,1,300.0
semistudio,1,170.0
fairplay,1,300.0
shoots,1,240.0
donna,1,161.0
dina,1,161.0
apartment✿,1,195.0
blissful,1,175.0
columbiau,1,200.0
stclose,1,205.0
sohocentralquiet,1,205.0
nycartbnb,1,250.0
airportscityli,1,250.0
indoors,1,299.0
13ft,1,200.0
bx,1,247.0
studio7,1,299.0
windoor,1,307.0
3bed2bath,1,249.0
5179,1,280.0
kitchennyc,1,170.0
opposite,1,160.0
centra,1,225.0
flushingnyc,1,200.0
airbnbcentral,1,220.0
arts,1,175.0
homelegal,1,220.0
linda,1,170.0
bed✨,1,200.0
park20,1,180.0
dash,1,239.0
pet,1,160.0
ludlow,1,200.0
linden,1,170.0
5236,1,215.0
5219,1,180.0
berm,1,200.0
音樂之家,1,189.0
familiesentertaining,1,300.0
musician,1,189.0
exhibition,1,189.0
elevation,1,260.0
”bedstay”,1,180.0
beckoning,1,180.0
air,1,187.0
2mins,1,160.0
2400,1,225.0
bth10minjfklga,1,275.0
旅行客栈,1,255.0
confortable,1,200.0
brodway,1,299.0
westhuge,1,200.0
4queen,1,199.0
kays,1,200.0
2rms,1,199.0
passive,1,200.0
canadian,1,175.0
staybeautiful,1,239.0
bldgbestvalue,1,160.0
4br2,1,275.0
midtownelv,1,160.0
brprime,1,160.0
70ko,1,220.0
columbiasleeps,1,250.0
manhattanwyndham,1,250.0
50thdoormangymlaundry,1,190.0
mondern,1,175.0
wtc,1,200.0
track,1,250.0
centered,1,250.0
neck,1,178.0
pulse,1,275.0
steel,1,167.0
nycues,1,275.0
moderneclectic,1,225.0
thoughtful,1,238.0
monthlylux,1,306.0
blowup,1,250.0
addtn,1,250.0
3brwd,1,290.0
sites,1,299.0
herewalk,1,299.0
sq1br,1,334.0
bedroomsleeps,1,219.0
wspeakeasy,1,248.0
spunky,1,248.0
cozybeautiful,1,199.0
huds,1,199.0
mc,1,225.0
360°,1,240.0
hillbed,1,189.0
zone,1,190.0
1bedroomapt,1,162.0
1890,1,250.0
dyckman,1,200.0
apartmenttimesquarecentral,1,201.0
laguardia20,1,225.0
richardson,1,174.0
rear,1,174.0
bedw3,1,275.0
timeless,1,256.0
5232,1,275.0
6132,1,206.0
6131,1,206.0
stprivate,1,210.0
trainsentire,1,205.0
instagram,1,300.0
diner,1,169.0
olive’s,1,175.0
tonhouse,1,325.0
42ndflr,1,220.0
2700,1,250.0
refined,1,299.0
eldridge,1,299.0
4bedrooms,1,300.0
vue,1,295.0
frum,1,250.0
sohostyle,1,255.0
privbalcony,1,225.0
6129,1,206.0
stmidtownpoolgymdoorman,1,310.0
balconygympool,1,210.0
2floors,1,165.0
★modern,1,264.0
villagelower,1,195.0
sensational,1,250.0
chiccharming,1,235.0
germanias,1,250.0
clubhouse,1,169.0
bushwickridgewood,1,190.0
hancockbrooklyn,1,175.0
east★,1,264.0
em,1,250.0
117st,1,220.0
nyuw,1,266.0
050,1,266.0
season,1,246.0
squarejavitz,1,300.0
hampton,1,207.0
completely,1,160.0
beam,1,300.0
saratoga,1,185.0
harlemmorning,1,250.0
5240,1,190.0
shakti,1,170.0
w15,1,300.0
lincln,1,175.0
modem,1,325.0
supermarket,1,199.0
cafe,1,314.0
parkwest,1,170.0
houseflatiron,1,170.0
backyardbalcony,1,223.0
horns,1,300.0
jci,1,200.0
lxury,1,210.0
cgym,1,275.0
bedroomlincoln,1,275.0
building2,1,275.0
2e,1,210.0
fabolous,1,210.0
cozyquiet,1,200.0
train25,1,190.0
étage,1,175.0
marketwest,1,175.0
6112,1,300.0
sttop,1,255.0
magic★★flat,1,250.0
individual,1,250.0
squarelocation,1,250.0
6118,1,180.0
beautifulquiet,1,225.0
br1,1,179.0
prospectcrown,1,215.0
gorgeousstylish,1,250.0
rego,1,268.0
blvd,1,268.0
apr,1,199.0
jun,1,199.0
beatuful,1,300.0
neighborhoods,1,200.0
besides,1,255.0
flooded,1,200.0
bungalo,1,250.0
wsofa,1,260.0
staycation,1,275.0
❤❤❤,1,295.0
highlevel,1,180.0
diningliving,1,220.0
ro,1,220.0
locationempire,1,250.0
2min,1,200.0
au,1,175.0
bike,1,250.0
terrance,1,181.0
bthrms,1,180.0
⭐⭐⭐sleeps,1,229.0
marry,1,210.0
george,1,299.0
manhattan★★,1,275.0
uwstimes,1,299.0
★★cute,1,275.0
totrain,1,199.0
bayside3,1,190.0
sein,1,175.0
d’un,1,175.0
mikeys,1,325.0
⭐3,1,300.0
bulls,1,300.0
parkconvenient,1,325.0
roomplease,1,200.0
ueseast,1,300.0
districtchelsea,1,220.0
col,1,172.0
ms,1,320.0
tompkin,1,200.0
highway,1,200.0
fivestar,1,333.0
e12th,1,255.0
base,1,300.0
6113,1,300.0
eventsshoots,1,175.0
luxuryentire,1,300.0
✨large,1,200.0
cuisines,1,249.0
totimes,1,230.0
varied,1,249.0
parkmuseums,1,230.0
balocony,1,205.0
heavens,1,168.0
yardsmidtown,1,250.0
pearl,1,220.0
wwasherdryerbalcony,1,249.0
sq73c,1,160.0
train2,1,200.0
5229,1,202.0
500,1,200.0
bebop,1,200.0
swing,1,200.0
look,1,290.0
heightssoha,1,250.0
meadows,1,299.0
production,1,239.0
2beds,1,240.0
locate,1,228.0
mixing,1,199.0
film,1,199.0
wloft2bathhighceiling,1,200.0
photography,1,199.0
apartment20min,1,190.0
pace,1,175.0
exotic,1,165.0
chabla,1,260.0
✨private,1,172.0
central✨,1,172.0
zohar’s,1,180.0
parknomad,1,219.0
distinctive,1,177.0
lorimer,1,180.0
room2,1,250.0
railway,1,210.0
6111,1,265.0
6116,1,310.0
meyers,1,250.0
10m,1,199.0
discover,1,300.0
740,1,169.0
gear,1,274.0
26flr,1,199.0
citytimes,1,300.0
wonderland,1,180.0
15min•cozy8ppl•10min,1,280.0
30min,1,220.0
characteristic,1,300.0
6117,1,310.0
6104,1,250.0
beachtransportparking,1,299.0
spacechelsea,1,175.0
stonehouse,1,250.0
2month,1,200.0
aptstreet,1,170.0
roomalphabet,1,295.0
essentials,1,299.0
alluring,1,165.0
kitchentime,1,179.0
lines,1,190.0
g’s,1,199.0
promusic,1,225.0
ayos,1,160.0
floors2,1,239.0
hunters,1,300.0
a144,1,315.0
supersized,1,175.0
a142,1,315.0
a140,1,315.0
sohowest,1,250.0
screening,1,295.0
nycitymyhome,1,260.0
